CARACTERISTIQUES_PRINCIPALES_ID;ID_REMAX;SUPERFICIE_TERRAIN;NOMBRE_PIECES;ANNEE_CONSTRUCTION
1029;16934257;5328;11;2013
1030;25022222;7200;11;1971
1032;23025835;5400;10;1958
853;24246890;6807;10;2006
873;27307805;67910;10;1995
894;25431913;38375;22;1983
1033;14523230;33088;10;2004
1034;25151868;0;6;1984
1037;23742445;12805;13;1984
1038;21594944;4116;7;2006
1039;20549813;0;6;2003
1040;22054108;3074;7;1984
1045;28297790;0;4;1988
1046;23594617;6914;8;1973
1047;24714222;0;9;2012
1048;13895619;9176;7;1989
1049;22507214;6044;14;1975
1050;18212623;4952;11;2009
1051;21029472;12927;7;1962
1052;22800760;11377;14;1975
1053;15151427;5075;7;1945
1054;27683203;48361;16;2011
1055;26190757;6710;14;2010
1056;12627946;11516;13;2005
1057;21057387;8968;17;1990
1058;19377033;779;7;2019
1059;17925950;4774;10;1986
1060;21813247;2190;12;1991
1061;17505080;6949;13;1959
1062;20575884;6328;13;1981
1063;21385968;6589;12;1999
1064;25282358;0;7;1985
1066;23778640;0;5;1981
1067;18852515;0;6;2007
1068;16240202;7635;7;1947
1069;18023341;0;6;2006
1070;17855023;0;13;1981
1071;10881890;0;6;2008
1072;24360117;4133;10;2001
1073;15162529;25434;15;1990
1074;20744955;24600;13;1985
1075;27494244;45625;9;1975
1076;14664981;12205;14;1954
1077;15735867;12231;9;2000
1078;12955785;0;7;1980
1079;19757281;12554;14;1957
1080;19774205;0;5;2008
1081;23482422;15614;4;2005
1083;21325201;5628;12;1958
1084;20778859;1710;7;1975
1085;26438347;5544;13;2002
1086;9687631;8008;11;1986
1087;26766791;5400;12;1985
1088;20472795;9318;10;1964
1089;20151894;3780;6;1955
1090;22846645;0;8;1986
1092;15317635;13906;23;2015
1093;15007503;0;7;1993
1094;14293942;0;9;2004
1095;11551325;2138;7;1949
1096;28910422;0;7;2005
1098;19262676;33165;10;1950
1099;26618085;3240;8;1984
1100;27380946;0;7;1978
1101;22020652;2623;10;1931
1043;24654583;14730;14;1992
1035;23010650;8862;13;2019
1036;24949754;23283;10;1976
1082;13301272;4000;8;1946
1097;10483694;64803;10;2012
1041;16669936;164141;12;1947
1013;26782663;7103;9;1949
1031;24730125;6500;11;1963
1042;17384582;3850;7;1997
1102;11990344;19064;13;1976
1103;11569980;4370;9;1985
1104;21705541;2500;11;1945
1105;20215077;9400;12;1993
1106;25637269;13638;6;2012
1107;15017847;16020;14;1983
1108;20381733;5045;7;1967
1110;12920912;0;12;2007
1111;23816446;9537;12;1982
1112;17007779;159786;17;2016
1113;23807816;6324;15;1910
1114;17375279;0;7;2014
1115;20402847;9000;6;2009
1116;11867165;0;6;
1117;27708815;0;5;1924
1118;15865049;6078;11;2010
1119;26582456;0;3;
1120;22667511;110258;7;2009
1121;15518403;9187;10;1935
1122;16547661;3371;13;2015
1123;25170225;12790;12;1977
1124;17603007;0;5;2014
1125;22414434;6309;10;1955
1126;25989433;0;6;1982
1127;13672552;5310;11;1971
1129;22545383;25693;15;1960
1130;13916950;0;6;1990
1131;18213590;1064;6;1910
1133;10377688;0;2;2017
1135;9435463;7212;10;1965
1136;21468557;0;7;2006
1137;18702800;0;7;2009
1139;13079319;6300;10;1961
1140;18396620;540;9;1993
1141;12422632;4405;13;2015
1142;16572971;4981;10;2017
1143;11073407;3714;10;2011
1144;16600362;4750;11;1986
1145;27173957;0;11;1977
1146;12138085;24047;15;2006
1147;17834572;0;6;2003
1148;9871434;6754;12;1972
1149;14988345;10784;6;1962
1150;12333410;4428;9;2018
1151;15061819;6091;8;2005
1152;16513563;0;13;2014
1153;26611958;3704;8;1950
1154;15023111;7875;12;1978
1155;26346609;1571;6;1986
1156;12414039;0;5;1992
1157;9972596;34552;15;2007
1158;20982445;11571;17;1888
1162;18850796;0;6;1999
1163;19995973;3414;10;2010
1164;22096297;2992;9;1973
1166;20994237;6919;11;2010
1167;14576544;0;7;2009
1168;26337903;0;6;1994
1169;26546539;0;5;1987
1170;14296613;6158;14;2012
1171;11807691;15616;14;1976
1027;9908455;0;8;2014
1176;24582143;3552;7;2009
1177;14413265;2906;7;1975
1184;18815884;5526;13;2003
1188;23281657;4751;10;1961
1189;26727692;26679;12;1975
1192;20394013;1831;7;2012
1194;11348355;22381;6;1950
1174;16085616;0;10;2011
1179;25180172;0;5;
1160;9127673;11495;9;1972
1109;17216914;49452;6;1984
1134;20131060;4036;12;2012
1128;20849794;4545;9;2014
1161;13206970;3594;6;2014
1173;23707881;4906;12;2012
1132;23186084;6204;9;1961
1159;28776408;8688;12;1981
1165;21354300;11335;17;1900
1138;26990294;6042;10;1988
1178;12931657;35422;7;1994
1203;28720628;18150;16;1999
1205;25255117;5893;10;2009
1206;11922680;0;18;1988
1207;22037790;0;4;2006
1211;22720271;0;5;2013
1212;12802206;22523;15;2016
1213;15327415;6000;17;1976
1214;27182079;0;7;2014
1217;21235744;6500;9;1965
1222;19856580;6340;8;
1227;23020079;0;5;2007
1230;16595717;32713;8;1975
1233;20660929;14248;17;1977
1234;26799462;109248;12;1955
1044;15408635;6995;9;1929
1065;17192113;7150;12;1975
1091;13843258;5400;8;1961
1236;11143594;16189;8;1996
1237;11738288;0;7;1900
1238;27197338;0;10;2002
1239;22100566;438883;17;1998
1240;24574842;0;8;2012
1241;28402495;0;5;2004
1242;13254490;6950;16;2010
1243;14766972;5481;11;1964
1244;18394886;0;6;
1245;28554028;5100;12;1962
1247;26784429;40171;19;2006
1248;26459562;6151;11;2014
1249;25578938;3061;9;1981
1250;15174488;6279;8;1988
1251;21934734;0;10;1998
1252;9936726;7899;19;2005
1253;10629991;0;7;2012
1254;16334399;0;12;1991
1255;9879120;13670;8;1970
1256;28018553;0;8;2011
1257;22136194;0;7;2014
1258;25009194;7319;11;1982
1259;14263424;5364;11;2003
1260;22182924;0;8;2013
1261;23826954;0;13;
1263;18029943;0;5;2019
1264;26863338;0;5;2014
1265;22605230;10000;7;1970
1266;19900885;9023;12;1972
1267;9978084;0;4;2012
1175;27332390;0;8;1990
1180;12578610;13386;11;2002
1181;19810876;2927;9;1976
1182;19646009;7357;13;1975
1183;24089085;0;5;
1185;13078866;7697;10;2014
1186;13094239;5360;12;2004
1187;17718039;0;7;1988
1190;25124185;0;11;2005
1191;11059855;5400;8;1989
1193;16795691;7251;12;1976
1196;12665463;0;7;2009
1198;12286082;8611;10;1986
1199;24431310;765;8;2013
1200;12355207;765;8;2013
1201;28599563;2904;7;2003
1204;22619281;0;7;
1209;17851712;14886;12;1977
1210;25065900;0;5;2019
1172;28912057;15000;15;2019
1246;13832564;0;9;
1195;28317061;0;5;2010
1208;13035798;5429;10;2012
1221;19082697;29057;10;1996
1197;19279646;191133;16;
1231;24674177;50000;15;2000
1202;9204812;3527;9;1979
1262;10072827;138563;8;1964
1215;10694080;765;8;2013
1216;9033965;7538;13;1963
1218;17276513;6930;9;2014
1219;20444625;3182;9;1971
1220;24229275;1833;6;2011
1225;27757896;1910;12;1997
1226;24121728;0;9;2011
1229;23870619;13281;14;1996
1232;21607600;0;4;1986
1235;12553792;0;7;2013
1268;15179494;0;4;2010
1269;15051751;90893;10;1962
1270;16816516;0;7;2008
1271;10024222;7961;10;1981
1272;17680906;5812;12;1991
1274;15727584;0;8;2019
1275;23444330;0;9;1981
1277;21242705;0;8;2011
1278;20600620;3000;4;1987
1279;27712447;13199;7;1968
1280;22656832;0;5;
1281;13362391;5400;9;1986
1282;23202428;4521;12;1987
1283;22954561;693324;11;2002
1285;16593629;10437;7;1935
1286;20817311;1767;11;2009
1287;15340873;5940;13;2013
1288;11324170;24720;10;1972
1290;25648815;35505;12;1974
1291;11364741;5699;10;1964
1292;26407355;0;6;2000
1293;12138258;0;7;2005
1294;25357996;32292;12;2004
1295;11560320;8411;16;1978
1296;27390608;0;4;
1298;27022121;0;6;2007
1299;27789085;16188;7;2004
1300;23812445;0;5;2007
1301;12069263;3799;9;1940
1302;19245087;0;4;2007
1303;28099862;3975;12;1963
1304;21777904;8651;10;1994
1305;14573026;22914;8;1977
1306;22709988;1974326;5;
1307;24606152;17305;10;1993
1308;28893690;0;9;2005
1309;16447807;0;4;2013
1310;12014834;0;6;2001
1311;13218060;9192;7;1950
1312;19467489;9492;9;1950
1314;23703975;4320;10;1958
1315;16525612;7198;9;1957
1316;12260842;0;8;2012
1317;17476315;5500;11;1990
1319;23631295;16700;11;1950
1320;15119422;9414;13;1959
1321;9999174;21377;7;1970
1322;22681605;8999;10;1955
1323;20926687;0;7;1986
1324;12341212;4948;5;
1325;17985651;31004;18;2015
1326;24770202;6350;8;1967
1327;27273544;12001;6;
1328;28756956;0;7;1990
1329;22135741;16710;9;1996
1332;18458351;0;7;2017
1333;15778054;6555;11;2003
1334;21704375;2785;11;2010
1335;19204824;3799;12;1940
1336;10456673;15975;22;2003
1337;23853291;9999;9;2016
1339;9898131;0;6;1991
1340;21665987;9042;5;2010
1341;14529748;8208;13;1993
1342;12980311;0;7;2013
1343;11993638;8398;6;1960
1344;24298599;0;6;2006
1346;27422781;6000;12;1974
1347;27016765;0;8;2019
1348;19298439;2000;10;1994
1349;24280529;19393;13;1976
1350;10343097;0;7;1991
1330;11854299;5721;15;
1289;25226279;14000;10;1957
1276;28914347;14978;7;1982
1318;9233241;2893;15;1914
1338;15302377;28087;8;1985
1345;19725363;7944;13;2011
1297;21115504;26593;12;2007
1284;13904075;7000;14;1973
1313;28455289;5569;11;1994
1224;18386804;5268;13;2013
1351;9832383;0;4;2018
1353;23838661;9032;12;2000
1354;27871495;3153;8;1938
1355;28867351;60649;10;2006
1356;22061792;7509;9;1987
1357;10414638;5995;10;1956
1358;16603596;212137;15;2003
1359;10313391;5134;7;2007
1360;17055158;7322;7;1972
1361;9232958;0;8;1895
1362;12078860;3918;15;2010
1363;18699433;6119;9;1998
1364;20785416;0;6;2018
1365;25027019;10687;18;2006
1367;20095243;6157;7;2017
1368;22494956;0;7;2015
1370;24300239;7915;11;1990
1371;28300523;38969;9;1990
1372;16900805;31832;7;
1373;11175392;0;6;2009
1375;28133500;0;7;2015
1376;22185859;17132;15;1976
1377;16874963;93616;7;2017
1378;21679634;2385;13;2014
1380;18767813;5808;12;2012
1381;24974499;4941;12;1993
1382;11901652;42000;14;1994
1383;24122641;35279;14;1890
1384;23328641;22758;15;2010
1385;19578569;5904;10;1976
1386;19138752;0;5;2006
1387;9709426;3464;12;1920
1388;20046166;5170;8;1957
1390;28772062;37171;8;
1391;19001035;6481;9;1963
1392;15041678;65855;9;2015
1393;28486105;2936;10;1973
1394;10615882;5200;16;
1395;12308298;4263;8;1986
1396;18979805;0;8;1981
1397;15829903;23113;16;2009
1398;20720322;6210;9;1963
1399;13890771;49251;9;2008
1400;26390162;0;6;2006
1401;25597703;10647;18;2013
1403;27310247;17351;10;2010
1404;17492226;0;6;1992
1406;9638042;0;8;
1408;22914513;0;9;2016
1409;12455088;6564;10;1994
1410;28572989;9150;13;1978
1416;18856070;16140;15;1998
1418;26193809;7000;12;1973
1420;27675779;4090;10;1986
1421;14274303;0;7;2018
1422;11680920;2250;10;1910
1425;21050993;8850;6;2006
1427;15353178;6175;11;1962
1429;19421979;0;4;1988
1430;16792371;11767;7;1970
1431;24212677;0;6;2012
1432;17654329;3875;11;2007
1434;21435888;0;9;1997
1436;21340678;5736;12;1999
1438;14662170;0;6;2004
1440;18058842;0;5;2000
1442;25586889;2527;12;2019
1443;26000835;19956;6;
1366;23874650;11096;11;1987
1374;9352768;3490;10;2016
1423;15016522;2034;10;2014
1439;17928534;5940;11;1957
1428;16320843;0;8;2014
1433;22831466;3002;10;
1426;21482615;90214;11;1968
1414;28170426;6300;12;1967
1352;17565472;25760;12;1976
1413;25464850;15570;9;1890
1415;28293686;44443;10;2013
1435;22171243;49508;9;1984
1446;10243406;5070;9;1960
1407;26403481;20107;14;1976
1405;21574080;0;7;1990
1411;22372420;2971;11;1996
1412;18545039;4919;13;2003
1444;15062709;0;6;2012
1419;19718920;9304;13;1979
1369;22341096;6891;10;2006
1448;17422426;32292;15;2007
1453;13401006;759;9;2010
1454;11742296;72873;15;1900
1458;28554947;16300;14;1988
1463;16024321;0;10;1965
1467;28477387;8501;11;1955
1469;13157706;4921;10;1987
1470;26566557;3799;12;1940
1471;25204112;0;6;2012
1473;24017919;6003;6;1961
1474;18474378;43125;10;1995
1480;22626115;0;7;2019
1482;26382221;33672;7;1987
1483;21783272;30931;10;2000
1459;12834354;0;5;1910
1465;12207052;3058;12;1974
1449;21934747;6297;12;1984
1455;27370570;9182;7;
1457;20623562;14838;9;2005
1462;12663221;3002;10;
1472;26742664;15748;12;1975
1479;20122282;5780;11;1978
1450;18085454;11176;13;2013
1452;9110250;14193;10;1904
1461;22160934;9352;14;1900
1475;16097510;16760;9;1967
1476;24938857;0;3;2014
1477;24349931;24994;7;1976
1456;25289711;6120;9;1988
1464;12302541;0;5;1986
1481;16818716;65551;9;2005
1451;28442963;174600;15;1972
1468;25567869;25331;9;2008
1478;13316946;0;9;2018
1447;10529395;0;9;2018
1466;23876501;4199;9;1989
1460;10798800;0;7;2004
1484;28723602;17337;11;1963
1495;28254739;0;5;2015
1496;16993214;9820;10;
1499;14388324;36722;6;2010
1502;20264311;20000;11;1973
1503;26472400;7195;13;1982
1504;13585931;5861;9;1964
1507;14358037;11321;11;1969
1510;9886275;27074;12;1965
1511;12300652;3799;9;1940
1517;18692593;8035;8;2008
1521;26906094;0;7;2019
1523;25484019;9000;13;1976
1525;28526920;0;7;2010
1527;22006065;0;5;
1534;21391561;0;8;2017
1541;28279988;2548;8;1955
1550;16425166;0;9;1959
1551;22458082;0;8;1928
1559;18019542;10000;12;1948
1561;18110046;51600;2;
1564;26280030;0;4;
1568;28660583;5850;9;1991
1570;15044406;0;7;2010
1572;14990898;4500;7;1939
1576;20526050;5910;12;2000
1529;15773300;0;4;2019
1530;20235198;4111;12;2009
1540;24710882;6876;11;1992
1514;22846904;21176;10;2000
1549;20147585;10512;7;1880
1485;18300976;18031;17;2003
1547;15147976;3333;7;1931
1498;25381053;0;7;2013
1501;20266999;0;7;1993
1567;14575500;0;5;1994
1571;22433794;0;5;1951
1512;25649498;0;9;2016
1528;19533866;2892;17;2011
1533;20905394;0;3;1999
1535;19605540;0;11;1994
1556;23632425;0;11;1994
1538;18637701;5610;9;1994
1490;19266324;0;12;1982
1548;23288524;21072;7;1927
1486;20242718;4807;7;1948
1544;9561907;10399;10;2004
1565;24483365;8840;9;1950
1553;25755455;6129;10;1980
1500;20632184;5759;13;2017
1558;14763170;6170;12;1985
1505;23316905;16878;23;2005
1562;27423214;41000;15;2012
1579;21843236;6101;7;2001
1524;19269086;4522;6;1992
1489;25841850;225956;1;
1519;18802546;68836;8;1960
1522;24014235;0;5;1992
1492;16544837;6100;15;1963
1569;20138464;3311;14;2011
1520;12150486;9696;8;2017
1506;15311268;22500;4;
1516;11070532;59971;7;2011
1531;14791147;125245;8;1978
1487;14662643;5000;10;1956
1509;26803661;68831;7;2003
1577;28808402;1205;8;1985
1488;23899740;14128;9;2008
1563;13980824;7415;12;1991
1493;14142830;4040;15;1958
1491;24894413;6058;14;1988
1555;28433037;18078;10;2001
1518;18174585;7772;13;2006
1560;28305513;1643649;5;1983
1508;15006260;0;8;2002
1513;24369299;6701;14;1967
1515;17520493;9388;11;1976
1580;17221482;52210;12;2011
1588;24917765;0;7;1990
1591;21456058;10858;10;2012
1594;12690118;9996;11;1959
1598;18726408;27296;10;2003
1599;11434679;0;4;2005
1601;25674534;25992;7;1973
1602;14209402;6888;11;2016
1603;25894703;28476;14;1980
1604;19094534;0;7;1989
1607;15061454;4872;11;1989
1608;16224858;5580;7;2008
1618;19172205;0;6;
1620;25092913;8144;11;1986
1627;22973744;0;7;1959
1629;9941989;7645;7;1998
1539;19833012;0;10;1948
1545;24696926;8154;8;2009
1554;19742737;8721;7;2005
1573;23268154;636;5;1986
1578;23568257;6598;10;1989
1583;25411568;538196;10;2005
1623;23777551;365273;15;2006
1637;20299440;4000;9;1953
1537;16856212;11072;18;1994
1589;15329680;3291;7;1967
1590;17378803;10113;6;2010
1536;24483174;23100;10;1964
1635;11844917;0;7;2016
1636;20401460;0;5;2012
1638;14571739;0;13;1907
1639;22262083;3380;12;1979
1640;9047323;890;5;1987
1641;22706377;0;8;1981
1642;16913942;2208;6;1997
1643;27124618;5160;13;2010
1644;25827473;7368;12;1969
1645;19938349;0;4;
1646;13431015;0;5;1986
1648;11096220;0;5;1944
1581;15940382;6739;14;1951
1595;12755276;0;6;1982
1543;28246415;0;4;2005
1552;12617333;10245;11;1986
1497;14020843;5934;15;2015
1631;16266253;53819;9;
1593;10174617;7010;12;1988
1532;28310564;16712;17;2011
1596;21055315;0;5;2012
1597;19096881;3868;10;1962
1546;13162852;0;6;1999
1647;21282166;0;6;2010
1614;18717532;2918;12;2016
1616;19083876;0;7;2004
1624;12475352;0;4;1986
1605;21794153;6004;11;1986
1600;16401760;0;6;1965
1611;22723563;14587;9;1960
1615;24793919;9561;10;1962
1494;11244560;8364;12;1960
1574;19075193;10035;13;2005
1582;21541177;13564;15;1978
1592;22424361;5099;8;1973
1609;18458164;4444;13;1966
1557;20132080;0;5;2006
1617;19101931;36240;12;2001
1587;25787249;6397;10;2013
1542;18470201;0;7;2009
1606;20478482;0;6;2008
1613;19650705;4906;8;1993
1621;14128391;6820;14;2003
1566;26451650;1538;12;2011
1575;9347668;7190;12;1974
1585;24379905;6002;10;1971
1610;14744272;4200;8;2007
1612;18650021;20079;15;2007
1619;27787367;4844;13;2004
1622;13489691;0;5;1983
1625;14543413;39435;30;2007
1628;21204268;8125;10;1972
1633;12305732;0;6;1997
1634;16488964;149564;25;1995
1526;20169416;5999;7;1991
1650;11300498;645;9;2009
1651;22906015;0;5;2012
1652;14137492;0;2;2019
1653;28837883;0;4;1984
1654;25217603;4499;11;1965
1655;25792975;4110;11;1951
1656;15859258;1440;9;1986
1657;13403392;0;9;2005
1658;9777731;2777;9;1929
1660;25995093;3569;13;1955
1661;25140517;0;6;2010
1662;10477120;0;11;2018
1663;14145928;0;4;2012
1664;20989857;0;5;2004
1665;23082753;0;5;1962
1666;12266704;0;5;1985
1667;11355841;1147;9;2012
1668;13089835;4585;12;1955
1669;19750211;4056;10;1955
1670;20202822;0;4;
1671;16143109;0;5;2003
1672;24735873;0;5;1984
1673;11085138;5344;12;1968
1674;13777710;0;7;2013
1402;15203812;7685;10;2008
1424;18696754;0;6;2012
1437;26906846;4500;10;1942
1586;24887182;10649;21;
1681;10117391;0;8;1981
1682;10373771;0;5;1976
1687;15358528;6853;12;1978
1692;18070059;6897;11;1962
1697;21380229;7196;14;1988
1699;24149814;5175;11;1971
1711;11818182;0;10;2012
1712;11995332;5273;12;2011
1714;28991053;0;7;1973
306;15513818;5916;15;2004
334;21489825;12000;12;1976
1716;27521965;0;8;2010
1717;22664392;15019;16;1981
1722;18428485;127503;18;1951
1723;12725551;35640;30;2019
1724;22373560;8228;10;1991
1649;26535970;0;5;1995
1659;23729981;7600;10;1963
1626;28148547;0;7;1987
1584;27598289;0;5;2013
1630;10748241;0;5;2013
1632;25845616;0;7;2008
1719;20023343;5050;11;1938
1676;20268594;17600;10;1977
1679;16180839;7600;10;1964
1680;17509273;0;13;1997
1683;9981711;7771;10;1976
1685;27111169;4500;8;
1691;16100678;10007;10;2002
1707;19643006;0;6;1988
1675;10873633;9215;22;1961
1677;9538973;6300;11;2004
1678;15549565;12930;7;1855
1684;17978122;0;5;2004
1686;18393648;0;9;2008
1688;22076154;6867;4;1959
1718;21086294;38021;5;
1720;25586763;26001;10;1948
1721;25707738;19080;13;1900
1725;27992579;5246;10;1969
1726;11453060;7791;14;1974
1727;20154380;8834;10;2019
1728;16052926;0;7;2012
1729;18364882;3601;12;1983
1730;13138053;0;7;2004
1731;24137889;6000;10;1977
1732;12612532;8265;17;1972
1748;27505317;16566;27;1964
1749;16773368;5000;13;1949
1750;26820883;7471;;1955
1751;12348086;4447;20;1910
1752;26140931;5974;;1940
1753;13074006;6133;;1921
1754;22659275;2508;;
1755;24690796;12374;;2006
1756;25127779;51365;17;1845
1757;16096619;23372;19;1987
1758;15933651;4951;16;1989
1445;21658779;7610;8;2017
1746;22565594;27966;;1980
1710;26811511;6000;8;1977
1734;15186416;6000;9;1981
1736;17734048;9900;16;1961
1737;11570183;58585;19;1978
1738;18162093;5000;10;1954
1739;18054619;7767;12;1988
1741;19154676;33354;9;
1689;25260843;3825;10;
1690;26364579;6897;10;1958
1693;28886401;8000;14;1964
1694;20779776;5704;14;2005
1695;22006287;8090;9;1973
1696;19937905;3825;10;
1698;27928809;8435;11;1986
1700;11841532;5580;9;1972
1701;9944796;5314;13;2010
1702;23470506;8582;22;2004
1703;13331591;6430;15;
1704;15774240;0;11;1994
1705;17771615;4000;20;
1706;25957087;0;6;1992
1708;18530172;0;7;2008
1709;10244212;7612;9;1979
1713;9931745;6562;7;1975
1715;20492231;3750;11;1986
1733;17141507;0;5;1975
1735;27194499;0;5;1975
1740;15498912;0;5;1975
1742;26088437;0;5;1975
1743;18143892;8400;;1957
1744;19728173;6972;9;1902
1745;20771005;7836;13;1974
1747;11928243;8230;19;1911
1759;26115372;13145;4;1951
1760;16140243;5000;;1945
1761;9080098;12680;20;1950
1806;20678587;0;;1950
1828;13220834;8301;;1987
1813;22699478;0;19;
1833;20896783;6076;;1969
1824;13234415;3693;7;1945
1837;21382652;5000;;1952
1819;26369417;6085;;1957
1820;23532024;12265;;
1823;23187652;1892;9;1923
1805;23390820;3433;;1959
1825;25950124;2850;;1925
1807;13415885;0;9;1963
1830;17595297;3999;;1941
1808;19280679;2000;11;1949
1809;10750624;288;;1957
1826;27216567;3211;;
1810;9813523;2249;;1944
1811;10172561;4840;6;1955
1812;16290932;5029;;1926
1827;13294560;1536;;1963
1814;25991711;3481;;1948
1817;21894486;9825;16;1951
1818;25288987;2500;10;1965
1841;22783972;6930;;1875
1842;18815966;2700;9;1974
1821;10553987;3410;;1946
1844;14412825;1057;13;1910
1822;10160696;3490;9;1960
1846;19235182;4875;10;1953
1847;20602871;4099;;1950
1829;22659189;2686;;1962
1831;10884361;2550;;1960
1832;20023809;2250;20;1925
1834;11151391;4411;;1949
1835;16473549;2766;;
1836;17597494;1800;15;1954
1838;20364428;3665;;1950
1816;20711339;4690;;1952
1839;26713386;2394;8;1976
1840;12471040;1308;18;2015
1843;14259736;2805;;1958
1845;15903291;215;5;1929
1815;28683425;3374;;1940
1762;9834045;8794;;1937
1853;17237203;1750;20;1920
1763;16530391;17643;9;1907
1764;12889963;9000;20;
1857;27703161;0;;1990
1765;25516980;9937;;
1859;15630257;43700;;1958
1861;15811861;4320;11;1956
1766;10431658;14742;;1973
1767;9280056;5256;13;1930
1768;20020486;5120;13;1929
1769;19806999;144236;6;1967
1770;13869160;9787;;1949
1771;9435572;14923;;
1772;12550019;6800;25;1962
1773;11176215;10000;;1972
1774;28902776;5964;;1950
1873;27579482;3168;;1991
1874;12653508;1960;;1959
1875;28696510;6250;;1958
1876;27886758;2420;;1948
1877;18964532;6878;;1946
1878;18616969;2625;7;1927
1879;18975796;777;;1880
1880;13620948;2000;;1910
1881;15464053;2496;;1924
1882;23387329;4668;;1974
1883;28960017;0;;1955
1884;23715655;2236;12;1932
1885;28720153;4046;;1961
1886;18469932;2550;20;1961
1887;24516941;3900;21;1948
1888;14806048;4452;;1954
1889;24935861;1775;;1910
1890;22738199;2700;;1929
1891;11860602;2150;11;1910
1892;27911910;2262;;
1895;21813295;5600;;2016
1775;28767984;17765;;1969
1776;12776842;16913;17;1948
1777;25466573;38166;16;1930
1848;13868957;6351;11;1977
1855;13052955;6500;;1952
1860;11807062;9365;;1965
1863;18760824;10027;28;1989
1866;24065411;2343;;1926
1893;13557660;0;16;
1894;26085339;9108;;1976
1896;20271199;2746;18;1966
1897;25446518;2537;;1954
1854;12087522;3990;7;1961
1856;22941059;3846;12;1983
1864;16252830;4019;9;1986
1869;18307064;4169;12;1977
1898;15228906;0;8;2010
1900;28126126;0;6;2014
1902;13680084;0;7;2014
1903;16734459;0;5;2010
1905;9352969;1308;7;2015
1906;22245720;0;6;
1910;13092186;8618;10;1945
1911;13937866;2625;5;1929
1912;19461518;4546;6;1923
1913;16326751;0;9;1750
1915;10631177;0;6;2011
1917;23481033;3700;7;1986
1918;15586133;0;7;2007
1923;14254748;0;4;1985
1924;13872155;0;7;1983
1925;10084946;0;4;2011
1927;25032621;4500;10;1963
1928;23525303;0;5;1976
1929;27571583;127;3;2013
1930;16829149;0;5;2005
1931;26793541;3601;9;1957
1932;23491458;0;7;2016
1934;15974299;1757;6;1994
1936;10635470;3750;9;1955
1937;23984001;0;7;1900
1938;20282331;38016;6;1969
1939;28657627;6749;13;1916
1940;18330981;18618;6;2013
1942;17084914;7974;17;1860
1945;13408072;4829;12;1971
1947;28840242;6696;14;1975
1965;16164955;17744;22;1958
1967;27974418;0;8;2014
1975;22008220;9696;8;2017
1944;9181453;0;7;2014
1957;14869368;7479;8;1940
1946;16828425;26910;9;
1951;14455503;0;17;2012
1952;13387736;12600;12;2002
1954;17999366;11081;12;1963
1948;26572446;0;7;2010
1949;10371347;1668;8;2013
1950;17774080;5993;10;1970
1953;26811021;5518;8;1997
1955;12943440;4779;8;1985
1956;26745358;11343;13;2013
1958;14650434;13999;8;1976
1960;26112815;2664;10;2018
1963;23389134;0;6;2019
1964;13439463;10000;7;1969
1966;13884541;0;7;1970
1970;19150565;8419;11;1999
1971;10356575;54050;6;1934
1972;11840752;0;6;2008
1973;10583782;2626;9;1996
1974;13372572;13636;11;1996
1959;14227065;0;8;2007
1961;17659054;0;7;1975
1962;28245256;0;7;2011
1968;14778332;0;18;1988
1969;11752078;4340;9;1971
1849;18851152;4322;;1977
1850;23075250;3807;;1967
1851;20846573;4878;24;1944
1852;13234458;1939;9;1900
1858;13956875;24000;;1962
1862;17976311;1872;;1910
1865;23802241;3800;13;1968
1867;19916738;0;11;1969
1868;23187084;0;;1918
1870;22106537;3263;;1956
1871;24941575;1783;9;1957
1872;28273106;2574;;1917
1981;20765268;21586;26;2014
1986;10828382;7124;11;1987
1988;11965386;3710;10;2018
1899;24196083;0;7;2009
1901;28193197;0;11;1963
1904;19516972;0;6;2018
1907;17834653;9216;5;1850
1908;24414458;4198;7;1979
1909;24254560;4560;8;1922
1914;9589688;4328;10;1951
1916;14164340;0;9;2018
1919;28470793;0;7;2005
1920;14687965;0;8;2014
1921;10192164;6000;10;1976
1922;11305198;5398;10;1980
1926;9758682;0;5;2012
1933;11247439;0;8;1983
1935;24773394;2873;7;1972
1941;15051542;7723;15;2004
1943;12833469;0;7;1987
1991;19795246;14972;9;1987
1992;12010039;30197;18;1880
1993;24626550;5006;10;2011
1994;14815203;4660920;11;1979
1995;16710904;1376496;7;2010
1996;22802268;3386116;16;2004
1998;17539842;33318;13;2010
1999;11138340;0;8;
2001;27892669;32670;11;1999
2002;15479802;23372;13;1987
2003;9460358;10591;11;
2004;16924192;88813;12;1945
2006;26381115;390730;7;1985
2007;15596742;6600;18;1976
2008;18918160;87191;13;2012
2009;17882915;853776;17;1983
2011;19772442;32876;15;2005
2013;22991975;5000;14;1958
2014;25837105;4294;11;2014
2015;23168732;15353;10;1977
2016;18386265;13200;11;1977
2017;21280000;5000;11;1962
2018;26810461;5817;9;1951
2019;15000494;0;5;
2020;11649663;25670;13;2007
2021;27622646;7801;7;1967
2022;26358596;8143;16;1988
2023;23857844;4069;9;1978
2024;20267628;179414;14;2004
2025;27106752;0;5;
2026;16195368;42254;8;1980
2027;25185378;3619;9;1986
2028;28145743;4684;16;1913
2029;16939242;14025;12;2010
2031;27756104;0;8;
2032;23935647;8672;6;1960
