CARACTERISTIQUES_PRINCIPALES_ID;ID_REMAX;SUPERFICIE_TERRAIN;NOMBRE_PIECES;ANNEE_CONSTRUCTION
2950;16099321;18061;4;1991
2951;14137671;21591;9;2007
2952;19034932;0;6;1987
2953;27774128;547883;7;2008
2954;18869256;0;6;1969
2955;23393790;0;3;1989
2956;28389295;14251;5;
2957;15725635;0;4;1989
2958;23705947;3594;6;2010
2959;17433650;0;5;2000
2960;28625549;304920;5;1988
2961;16380224;4950;7;1974
2962;15714386;104971;6;
2963;14533911;30799;10;1949
2964;9107781;5546;5;1955
2965;27362033;8250;5;1947
2966;28062064;5807;6;
2967;20224341;0;8;1987
2968;21696937;27902;9;1992
2969;9503085;70082;5;2001
2970;23765527;0;5;1985
2971;26477930;321249;3;2010
2902;23503593;7114;7;1950
2904;13262940;9297;10;1949
2905;26603021;6650;16;1968
2906;25349274;5481;12;1860
2909;16319193;5000;8;1950
2911;20775966;8195;11;1972
2912;11901590;10801;10;1928
2913;13317229;14194;10;
2914;18501559;15586;16;
2915;19172882;15137;12;1965
2917;17484220;42506;7;
2918;13681896;9550;8;1943
2920;16595649;12600;10;
2921;28946180;84640;7;1985
2925;27165019;10431;10;
2928;28981361;10890;8;1890
2929;22297243;4840;9;
2931;19932642;12080;16;1953
2933;11439224;38849;14;1949
2934;28373094;12921;15;1920
2936;22617230;8952;14;1969
2938;21229725;9843;7;1990
2939;15873325;5118;7;1930
2941;24625810;13655;12;1979
2945;15970309;32992;11;1988
2039;18123753;4756;7;1972
2946;9744489;12996;10;1953
2947;22397608;5499;13;1923
2948;22264748;26260;6;1973
2972;22966494;57313;14;1981
2973;13724374;6500;9;1974
2974;15923066;9000;8;1975
2975;24283515;11443;17;1999
2976;23787366;6500;11;1972
2977;20867889;7395;10;1989
2978;18630414;22260;10;
2979;13156316;4198;10;2006
2980;26950029;6944;11;1976
2981;19251507;12060;16;1900
2982;21780826;5000;7;
2983;23282045;7834;7;1975
2984;11627283;1561;10;2010
2985;28915355;16562;12;1972
2986;26869945;87991;8;1975
2987;28529680;5392;18;1954
2988;14117363;6342;10;1977
2989;20101654;14231;11;1960
2990;28909215;17736;15;2001
2991;14179966;6102;5;1961
2992;15063885;13376;14;1890
2993;16641873;0;8;2011
2994;25362350;6511;10;1966
2995;9629985;3585;10;2007
2996;17699773;19404;20;1979
2997;26642080;0;5;1994
2998;17557052;120556;5;2011
2999;17806901;26135;15;1993
3000;11344151;195518;9;
3001;13289462;3902;11;1946
3002;12418688;0;12;1990
3003;26402642;6952;11;2004
3004;27153375;0;6;2012
3005;10813157;16370;7;2005
3006;18659544;29762;12;1963
3007;11721591;11532;14;1974
3008;14056720;1604;9;2011
3009;24526522;8533;15;2009
3010;15452455;9156;6;1930
3011;15728034;33246;12;2010
3012;21154575;5500;15;1984
3013;11105638;43866;10;1850
3014;28961389;6175;15;1979
3015;10480328;13899;7;1967
3016;27355766;14567;15;
3017;19804406;2211;10;1973
3018;25136935;2035;9;1972
3019;9080150;5022;9;
3020;26817149;6440;9;1968
3021;17882486;0;5;2012
3022;26474100;20457;12;
3023;27909186;3330;11;1970
3024;21524389;0;5;2017
3025;23823622;4769;10;1974
3026;27432786;5597;11;1958
3027;11832518;0;11;2002
3028;21336246;6000;13;1980
3029;10944208;0;4;2014
3030;28104794;5038;11;1976
3031;23914523;0;6;2010
3032;24612495;0;12;2011
3033;11053008;0;9;2009
3034;12886078;0;9;1990
3035;19549521;0;8;2008
3036;19450966;50265;13;2011
